world_num,timestamp,player,advancement,minutes_into_run,source_log
16,2026-05-11T22:27:00,axantroff,Sweet Dreams,13.3,2026-05-11-2.log.gz
16,2026-05-11T22:27:14,MurzichAI,Sweet Dreams,13.6,2026-05-11-2.log.gz
17,2026-05-11T22:32:27,trofimova2002,Stone Age,3.5,2026-05-11-1.log.gz
17,2026-05-11T22:32:45,trofimova2002,Getting an Upgrade,3.9,2026-05-11-1.log.gz
17,2026-05-11T22:36:47,axantroff,Stone Age,7.9,2026-05-11-1.log.gz
17,2026-05-11T22:39:23,axantroff,Sweet Dreams,10.5,2026-05-11-1.log.gz
17,2026-05-11T22:39:24,trofimova2002,Sweet Dreams,10.5,2026-05-11-1.log.gz
17,2026-05-11T22:39:33,MurzichAI,Sweet Dreams,10.7,2026-05-11-1.log.gz
17,2026-05-11T22:41:07,axantroff,Getting an Upgrade,12.2,2026-05-11-1.log.gz
17,2026-05-11T22:45:39,axantroff,Bee Our Guest,16.8,2026-05-11-1.log.gz
17,2026-05-11T22:58:53,MurzichAI,Acquire Hardware,30.0,2026-05-11-1.log.gz
17,2026-05-11T23:15:03,MurzichAI,Ice Bucket Challenge,46.1,2026-05-11-1.log.gz
17,2026-05-11T23:18:57,MurzichAI,Suit Up,50.0,2026-05-11-1.log.gz
17,2026-05-11T23:20:06,MurzichAI,Stone Age,51.2,2026-05-11-1.log.gz
17,2026-05-11T23:34:39,MurzichAI,Getting an Upgrade,65.8,2026-05-11-1.log.gz
17,2026-05-11T23:36:37,axantroff,Minecraft: Trial(s) Edition,67.7,2026-05-11-1.log.gz
18,2026-05-14T17:16:51,MurzichAI,Sweet Dreams,11.2,2026-05-14-15.log.gz
18,2026-05-14T17:16:54,trofimova2002,Sweet Dreams,11.2,2026-05-14-15.log.gz
18,2026-05-14T17:16:58,axantroff,Sweet Dreams,11.3,2026-05-14-15.log.gz
18,2026-05-14T17:19:02,MurzichAI,Monster Hunter,13.4,2026-05-14-15.log.gz
18,2026-05-14T17:19:06,axantroff,Monster Hunter,13.4,2026-05-14-15.log.gz
18,2026-05-14T17:19:24,axantroff,Stone Age,13.8,2026-05-14-15.log.gz
18,2026-05-14T17:19:33,axantroff,Getting an Upgrade,13.9,2026-05-14-15.log.gz
18,2026-05-14T17:19:52,trofimova2002,Stone Age,14.2,2026-05-14-15.log.gz
18,2026-05-14T17:20:14,trofimova2002,Getting an Upgrade,14.6,2026-05-14-15.log.gz
19,2026-05-14T17:41:48,MurzichAI,Stone Age,8.3,2026-05-14-14.log.gz
19,2026-05-14T17:42:08,axantroff,Stone Age,8.7,2026-05-14-14.log.gz
19,2026-05-14T17:42:27,axantroff,Getting an Upgrade,9.0,2026-05-14-14.log.gz
19,2026-05-14T17:42:46,trofimova2002,Stone Age,9.3,2026-05-14-14.log.gz
19,2026-05-14T17:44:19,trofimova2002,Sweet Dreams,10.9,2026-05-14-14.log.gz
19,2026-05-14T17:44:45,axantroff,Monster Hunter,11.3,2026-05-14-14.log.gz
19,2026-05-14T17:45:13,MurzichAI,Sweet Dreams,11.8,2026-05-14-14.log.gz
20,2026-05-14T17:53:14,MurzichAI,Suit Up,4.7,2026-05-14-13.log.gz
20,2026-05-14T17:53:15,MurzichAI,Acquire Hardware,4.7,2026-05-14-13.log.gz
20,2026-05-14T17:54:30,trofimova2002,Stone Age,5.9,2026-05-14-13.log.gz
20,2026-05-14T17:55:11,trofimova2002,Getting an Upgrade,6.6,2026-05-14-13.log.gz
20,2026-05-14T17:57:27,MurzichAI,Isn't It Iron Pick,8.9,2026-05-14-13.log.gz
20,2026-05-14T18:00:33,axantroff,Suit Up,12.0,2026-05-14-13.log.gz
20,2026-05-14T18:00:33,axantroff,Ice Bucket Challenge,12.0,2026-05-14-13.log.gz
20,2026-05-14T18:00:34,axantroff,Acquire Hardware,12.0,2026-05-14-13.log.gz
20,2026-05-14T18:00:55,axantroff,Monster Hunter,12.3,2026-05-14-13.log.gz
20,2026-05-14T18:03:05,MurzichAI,Monster Hunter,14.5,2026-05-14-13.log.gz
21,2026-05-14T18:07:57,MurzichAI,Suit Up,2.4,2026-05-14-12.log.gz
21,2026-05-14T18:07:57,MurzichAI,Isn't It Iron Pick,2.4,2026-05-14-12.log.gz
21,2026-05-14T18:12:09,MurzichAI,Acquire Hardware,6.6,2026-05-14-12.log.gz
21,2026-05-14T18:12:26,trofimova2002,Stone Age,6.9,2026-05-14-12.log.gz
21,2026-05-14T18:13:07,trofimova2002,Getting an Upgrade,7.6,2026-05-14-12.log.gz
21,2026-05-14T18:20:03,MurzichAI,Sweet Dreams,14.5,2026-05-14-12.log.gz
21,2026-05-14T18:20:05,axantroff,Sweet Dreams,14.6,2026-05-14-12.log.gz
21,2026-05-14T18:21:16,MurzichAI,Monster Hunter,15.7,2026-05-14-12.log.gz
22,2026-05-14T18:35:26,trofimova2002,Sweet Dreams,10.5,2026-05-14-11.log.gz
22,2026-05-14T18:35:26,MurzichAI,Sweet Dreams,10.5,2026-05-14-11.log.gz
22,2026-05-14T18:35:27,axantroff,Sweet Dreams,10.5,2026-05-14-11.log.gz
22,2026-05-14T18:36:42,trofimova2002,Stone Age,11.7,2026-05-14-11.log.gz
22,2026-05-14T18:37:52,trofimova2002,Getting an Upgrade,12.9,2026-05-14-11.log.gz
22,2026-05-14T18:38:14,axantroff,Stone Age,13.3,2026-05-14-11.log.gz
22,2026-05-14T18:38:17,axantroff,Getting an Upgrade,13.3,2026-05-14-11.log.gz
22,2026-05-14T18:39:55,MurzichAI,What a Deal!,14.9,2026-05-14-11.log.gz
22,2026-05-14T18:40:51,MurzichAI,Take Aim,15.9,2026-05-14-11.log.gz
25,2026-05-14T19:07:19,trofimova2002,Stone Age,5.6,2026-05-14-7.log.gz
25,2026-05-14T19:08:21,trofimova2002,Getting an Upgrade,6.6,2026-05-14-7.log.gz
25,2026-05-14T19:11:28,axantroff,Stone Age,9.7,2026-05-14-7.log.gz
25,2026-05-14T19:12:16,axantroff,Getting an Upgrade,10.5,2026-05-14-7.log.gz
25,2026-05-14T19:12:27,trofimova2002,Sweet Dreams,10.7,2026-05-14-7.log.gz
25,2026-05-14T19:12:35,MurzichAI,Sweet Dreams,10.8,2026-05-14-7.log.gz
25,2026-05-14T19:13:51,axantroff,Sweet Dreams,12.1,2026-05-14-7.log.gz
25,2026-05-14T19:14:24,MurzichAI,What a Deal!,12.7,2026-05-14-7.log.gz
25,2026-05-14T19:14:51,axantroff,Monster Hunter,13.1,2026-05-14-7.log.gz
25,2026-05-14T19:16:22,MurzichAI,Stone Age,14.6,2026-05-14-7.log.gz
25,2026-05-14T19:19:13,axantroff,Acquire Hardware,17.5,2026-05-14-7.log.gz
25,2026-05-14T19:20:45,trofimova2002,Acquire Hardware,19.0,2026-05-14-7.log.gz
25,2026-05-14T19:26:01,trofimova2002,Monster Hunter,24.3,2026-05-14-7.log.gz
25,2026-05-14T19:26:38,MurzichAI,Acquire Hardware,24.9,2026-05-14-7.log.gz
25,2026-05-14T19:29:08,MurzichAI,Suit Up,27.4,2026-05-14-7.log.gz
25,2026-05-14T19:29:23,axantroff,Suit Up,27.6,2026-05-14-7.log.gz
25,2026-05-14T19:30:28,trofimova2002,Suit Up,28.7,2026-05-14-7.log.gz
25,2026-05-14T19:33:20,MurzichAI,Getting an Upgrade,31.6,2026-05-14-7.log.gz
25,2026-05-14T19:35:16,MurzichAI,Take Aim,33.5,2026-05-14-7.log.gz
25,2026-05-14T19:35:18,MurzichAI,Monster Hunter,33.5,2026-05-14-7.log.gz
27,2026-05-14T21:13:13,MurzichAI,Ice Bucket Challenge,0.2,2026-05-14-5.log.gz
27,2026-05-14T21:13:13,MurzichAI,Suit Up,0.2,2026-05-14-5.log.gz
27,2026-05-14T21:13:14,MurzichAI,Acquire Hardware,0.2,2026-05-14-5.log.gz
27,2026-05-14T21:15:39,MurzichAI,What a Deal!,2.7,2026-05-14-5.log.gz
27,2026-05-14T21:19:20,axantroff,Stone Age,6.3,2026-05-14-5.log.gz
27,2026-05-14T21:20:34,MurzichAI,Take Aim,7.6,2026-05-14-5.log.gz
27,2026-05-14T21:20:38,axantroff,Getting an Upgrade,7.7,2026-05-14-5.log.gz
27,2026-05-14T21:24:00,trofimova2002,Sweet Dreams,11.0,2026-05-14-5.log.gz
27,2026-05-14T21:24:02,MurzichAI,Sweet Dreams,11.1,2026-05-14-5.log.gz
27,2026-05-14T21:24:09,axantroff,Sweet Dreams,11.2,2026-05-14-5.log.gz
27,2026-05-14T21:24:36,trofimova2002,Stone Age,11.6,2026-05-14-5.log.gz
27,2026-05-14T21:25:13,MurzichAI,Getting an Upgrade,12.2,2026-05-14-5.log.gz
27,2026-05-14T21:28:10,MurzichAI,Stone Age,15.2,2026-05-14-5.log.gz
27,2026-05-14T21:29:54,MurzichAI,Monster Hunter,16.9,2026-05-14-5.log.gz
27,2026-05-14T21:29:57,axantroff,Take Aim,17.0,2026-05-14-5.log.gz
27,2026-05-14T21:30:00,axantroff,Monster Hunter,17.0,2026-05-14-5.log.gz
27,2026-05-14T21:32:45,trofimova2002,Getting an Upgrade,19.8,2026-05-14-5.log.gz
29,2026-05-14T21:38:16,axantroff,Monster Hunter,0.6,2026-05-14-3.log.gz
29,2026-05-14T21:39:07,MurzichAI,Monster Hunter,1.4,2026-05-14-3.log.gz
31,2026-05-14T21:43:02,axantroff,Isn't It Iron Pick,0.5,2026-05-14-1.log.gz
31,2026-05-14T21:43:02,axantroff,Suit Up,0.5,2026-05-14-1.log.gz
31,2026-05-14T21:45:01,MurzichAI,Isn't It Iron Pick,2.5,2026-05-14-1.log.gz
31,2026-05-14T21:46:14,MurzichAI,Suit Up,3.7,2026-05-14-1.log.gz
31,2026-05-14T21:47:55,MurzichAI,What a Deal!,5.4,2026-05-14-1.log.gz
31,2026-05-14T21:48:59,MurzichAI,Stone Age,6.5,2026-05-14-1.log.gz
31,2026-05-14T21:49:32,trofimova2002,Stone Age,7.0,2026-05-14-1.log.gz
31,2026-05-14T21:51:32,trofimova2002,Getting an Upgrade,9.0,2026-05-14-1.log.gz
31,2026-05-14T21:52:47,axantroff,Stone Age,10.2,2026-05-14-1.log.gz
31,2026-05-14T21:53:13,MurzichAI,Sweet Dreams,10.7,2026-05-14-1.log.gz
31,2026-05-14T21:53:22,trofimova2002,Sweet Dreams,10.8,2026-05-14-1.log.gz
31,2026-05-14T21:53:24,axantroff,Sweet Dreams,10.9,2026-05-14-1.log.gz
31,2026-05-14T21:54:44,MurzichAI,Take Aim,12.2,2026-05-14-1.log.gz
31,2026-05-14T21:55:15,MurzichAI,Monster Hunter,12.7,2026-05-14-1.log.gz
31,2026-05-14T21:59:01,axantroff,Getting an Upgrade,16.5,2026-05-14-1.log.gz
31,2026-05-14T22:06:04,axantroff,Take Aim,23.5,2026-05-14-1.log.gz
31,2026-05-14T22:06:13,axantroff,Monster Hunter,23.7,2026-05-14-1.log.gz
31,2026-05-14T22:11:02,trofimova2002,Ice Bucket Challenge,28.5,2026-05-14-1.log.gz
31,2026-05-14T22:16:09,axantroff,Acquire Hardware,33.6,2026-05-14-1.log.gz
31,2026-05-14T22:17:11,trofimova2002,A Seedy Place,34.6,2026-05-14-1.log.gz
31,2026-05-14T22:17:23,MurzichAI,Acquire Hardware,34.9,2026-05-14-1.log.gz
31,2026-05-14T22:19:27,axantroff,Hot Stuff,36.9,2026-05-14-1.log.gz
31,2026-05-14T22:21:37,MurzichAI,"Not Today, Thank You",39.1,2026-05-14-1.log.gz
31,2026-05-14T22:24:36,MurzichAI,Diamonds!,42.1,2026-05-14-1.log.gz
31,2026-05-14T22:31:22,axantroff,We Need to Go Deeper,48.8,2026-05-14-1.log.gz
31,2026-05-14T22:31:24,axantroff,A Terrible Fortress,48.9,2026-05-14-1.log.gz
31,2026-05-14T22:31:24,MurzichAI,We Need to Go Deeper,48.9,2026-05-14-1.log.gz
31,2026-05-14T22:31:24,MurzichAI,A Terrible Fortress,48.9,2026-05-14-1.log.gz
31,2026-05-14T22:33:22,trofimova2002,We Need to Go Deeper,50.8,2026-05-14-1.log.gz
31,2026-05-14T22:33:22,trofimova2002,A Terrible Fortress,50.8,2026-05-14-1.log.gz
31,2026-05-14T22:35:14,MurzichAI,Those Were the Days,52.7,2026-05-14-1.log.gz
31,2026-05-14T22:35:56,trofimova2002,Monster Hunter,53.4,2026-05-14-1.log.gz
37,2026-05-16T01:56:53,MurzichAI,What a Deal!,2.0,2026-05-16-6.log.gz
37,2026-05-16T01:58:31,trofimova2002,Stone Age,3.6,2026-05-16-6.log.gz
37,2026-05-16T01:59:48,trofimova2002,Getting an Upgrade,4.9,2026-05-16-6.log.gz
38,2026-05-16T02:07:04,trofimova2002,Stone Age,4.7,2026-05-16-5.log.gz
38,2026-05-16T02:07:18,MurzichAI,Stone Age,4.9,2026-05-16-5.log.gz
38,2026-05-16T02:09:37,trofimova2002,Getting an Upgrade,7.2,2026-05-16-5.log.gz
38,2026-05-16T02:10:50,MurzichAI,What a Deal!,8.4,2026-05-16-5.log.gz
38,2026-05-16T02:11:37,axantroff,Stone Age,9.2,2026-05-16-5.log.gz
38,2026-05-16T02:12:28,axantroff,Getting an Upgrade,10.1,2026-05-16-5.log.gz
38,2026-05-16T02:13:09,trofimova2002,Sweet Dreams,10.8,2026-05-16-5.log.gz
38,2026-05-16T02:13:46,axantroff,Sweet Dreams,11.4,2026-05-16-5.log.gz
38,2026-05-16T02:13:46,MurzichAI,Sweet Dreams,11.4,2026-05-16-5.log.gz
38,2026-05-16T02:18:06,axantroff,Acquire Hardware,15.7,2026-05-16-5.log.gz
38,2026-05-16T02:21:16,MurzichAI,Getting an Upgrade,18.9,2026-05-16-5.log.gz
38,2026-05-16T02:25:41,trofimova2002,Acquire Hardware,23.3,2026-05-16-5.log.gz
38,2026-05-16T02:27:30,MurzichAI,Acquire Hardware,25.1,2026-05-16-5.log.gz
38,2026-05-16T02:31:19,MurzichAI,Suit Up,28.9,2026-05-16-5.log.gz
38,2026-05-16T02:31:32,axantroff,Suit Up,29.1,2026-05-16-5.log.gz
38,2026-05-16T02:32:29,axantroff,Take Aim,30.1,2026-05-16-5.log.gz
38,2026-05-16T02:32:30,axantroff,Monster Hunter,30.1,2026-05-16-5.log.gz
38,2026-05-16T02:32:45,trofimova2002,Suit Up,30.4,2026-05-16-5.log.gz
38,2026-05-16T02:41:22,MurzichAI,Cover Me with Diamonds,39.0,2026-05-16-5.log.gz
38,2026-05-16T02:41:32,axantroff,Cover Me with Diamonds,39.1,2026-05-16-5.log.gz
38,2026-05-16T02:50:11,trofimova2002,Cover Me with Diamonds,47.8,2026-05-16-5.log.gz
38,2026-05-16T02:56:17,MurzichAI,Take Aim,53.9,2026-05-16-5.log.gz
38,2026-05-16T03:00:02,MurzichAI,Monster Hunter,57.6,2026-05-16-5.log.gz
38,2026-05-16T03:01:37,MurzichAI,"Not Today, Thank You",59.2,2026-05-16-5.log.gz
38,2026-05-16T03:05:21,MurzichAI,Isn't It Iron Pick,63.0,2026-05-16-5.log.gz
38,2026-05-16T03:05:26,MurzichAI,Diamonds!,63.0,2026-05-16-5.log.gz
38,2026-05-16T03:11:17,axantroff,"Not Today, Thank You",68.9,2026-05-16-5.log.gz
38,2026-05-16T15:46:08,axantroff,Ice Bucket Challenge,823.7,2026-05-16-5.log.gz
38,2026-05-16T15:46:52,MurzichAI,Ice Bucket Challenge,824.5,2026-05-16-5.log.gz
41,2026-05-16T15:58:58,MurzichAI,Ice Bucket Challenge,2.8,2026-05-16-2.log.gz
43,2026-05-16T16:02:31,MurzichAI,What a Deal!,2.0,latest.log
43,2026-05-16T16:03:53,axantroff,Stone Age,3.4,latest.log
43,2026-05-16T16:03:59,axantroff,Getting an Upgrade,3.5,latest.log
43,2026-05-16T16:08:38,axantroff,Monster Hunter,8.1,latest.log
43,2026-05-16T16:10:28,MurzichAI,Stone Age,10.0,latest.log
43,2026-05-16T16:11:14,MurzichAI,Sweet Dreams,10.7,latest.log
43,2026-05-16T16:11:15,axantroff,Sweet Dreams,10.8,latest.log
43,2026-05-16T16:13:29,trofimova2002,Stone Age,13.0,latest.log
43,2026-05-16T16:14:26,trofimova2002,Getting an Upgrade,13.9,latest.log
43,2026-05-16T16:15:17,axantroff,Acquire Hardware,14.8,latest.log
43,2026-05-16T16:18:26,MurzichAI,Getting an Upgrade,17.9,latest.log
43,2026-05-16T16:21:20,trofimova2002,Ice Bucket Challenge,20.8,latest.log
43,2026-05-16T16:22:24,MurzichAI,Monster Hunter,21.9,latest.log
43,2026-05-16T16:24:00,trofimova2002,Sweet Dreams,23.5,latest.log
43,2026-05-16T16:26:19,MurzichAI,Acquire Hardware,25.8,latest.log
43,2026-05-16T16:27:08,MurzichAI,Ice Bucket Challenge,26.6,latest.log
43,2026-05-16T16:27:22,axantroff,Hot Stuff,26.9,latest.log
43,2026-05-16T16:30:16,MurzichAI,Suit Up,29.8,latest.log
43,2026-05-16T16:31:41,MurzichAI,Cover Me with Diamonds,31.2,latest.log
43,2026-05-16T16:35:37,trofimova2002,Suit Up,35.1,latest.log
43,2026-05-16T16:38:30,axantroff,Cover Me with Diamonds,38.0,latest.log
43,2026-05-16T16:38:31,axantroff,Suit Up,38.0,latest.log
43,2026-05-16T16:40:04,trofimova2002,Cover Me with Diamonds,39.6,latest.log
43,2026-05-16T16:48:45,axantroff,We Need to Go Deeper,48.2,latest.log
43,2026-05-16T16:48:46,axantroff,A Terrible Fortress,48.3,latest.log
43,2026-05-16T16:51:11,MurzichAI,We Need to Go Deeper,50.7,latest.log
43,2026-05-16T16:51:11,MurzichAI,A Terrible Fortress,50.7,latest.log
43,2026-05-16T16:57:53,MurzichAI,Take Aim,57.4,latest.log
43,2026-05-16T16:58:19,axantroff,Take Aim,57.8,latest.log
43,2026-05-16T16:58:41,axantroff,Into Fire,58.2,latest.log
43,2026-05-16T17:02:42,MurzichAI,Into Fire,62.2,latest.log
43,2026-05-16T17:20:00,MurzichAI,"Not Today, Thank You",79.5,latest.log
43,2026-05-16T17:22:30,axantroff,Isn't It Iron Pick,82.0,latest.log
43,2026-05-16T17:23:00,MurzichAI,Isn't It Iron Pick,82.5,latest.log
43,2026-05-16T17:26:08,trofimova2002,Into Fire,85.6,latest.log
43,2026-05-16T17:27:02,MurzichAI,Diamonds!,86.5,latest.log
43,2026-05-16T17:27:09,trofimova2002,Acquire Hardware,86.7,latest.log
43,2026-05-16T17:31:20,axantroff,Diamonds!,90.8,latest.log
43,2026-05-16T17:36:47,trofimova2002,Monster Hunter,96.3,latest.log
43,2026-05-16T17:41:35,axantroff,Minecraft: Trial(s) Edition,101.1,latest.log
44,2026-05-16T23:08:36,trofimova2002,Stone Age,2.9,latest.log
44,2026-05-16T23:08:45,trofimova2002,Getting an Upgrade,3.0,latest.log
44,2026-05-16T23:11:31,MurzichAI,Suit Up,5.8,latest.log
44,2026-05-16T23:14:22,MurzichAI,What a Deal!,8.7,latest.log
44,2026-05-16T23:15:29,trofimova2002,Suit Up,9.8,latest.log
44,2026-05-16T23:16:12,MurzichAI,Sweet Dreams,10.5,latest.log
44,2026-05-16T23:16:25,trofimova2002,Sweet Dreams,10.7,latest.log
